0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088616,0,0,0,0,0,0,0,0,0,0,0.53105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0013336,0,0,0,0.034916,0,0,0,0,0,0.50273,0,0,0,0,0,0,0,0,0,0,0,0.018689,0,0.057775,0,0.88968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043385,0,0,0,0,0,0,0,0,0,0,0.23812,0,0,0,0,0.05938,0,0,0,0,0,1.3726,0,0,0,0,0,0,0,0,0,0.060645,0,0,0,0,0,0,0,0.035196,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0013336,0,0,0,0,0,0,0,0,0.00085716,0,0,0.0010267,0,0,0,0,0,0,0,0.00017971,0,0,0,0,0,0,0,0,0,0,0,0,0.00017815,0,0,0,0,0,0,0,0,0,0.0025632,0,0,0,0,0,0,0,0,0,0,0.0010534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025391,0,0,0.0024454,0,0,0,0.0014756,0,0.0007716999999999999,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.034916,0,0,0,0,0,0,0,0,0.022441,0,0,0.026881,0,0,0,0,0,0,0,0.004705,0,0,0,0,0,0,0,0,0,0,0,0,0.0046643,0,0,0,0,0,0,0,0,0,0.067107,0,0,0,0,0,0,0,0,0,0,0.027578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06647699999999999,0,0,0.064022,0,0,0,0.038634,0,0.020204,0,0,0
0,0,0,0,0,0,0,0,0,0,0.14474,0,0,0,0,0,0.0073022,0,0,0.023136,0,0,0,0,0,0,0,0,0.026569,0.09361800000000001,0,0.038547,0,0,0,0,0,0,0,0.09993299999999999,0,0.13005,0.084716,0,0,0,0,0,0,0.13911,0,0,0,0.19639,0,0,0,0.07115,0.080455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14115,0,0,0.0020629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09674199999999999,0,0,0.063166,0,0,0,0,0,0,0
0,0,0,0,0.00085716,0,0,0,0.022441,0.14474,0,0,0,0,0.034392,0,0.012691,0,0,0.040209,0,0,0,0,0,0,0.012012,0,0.08330799999999999,0,0,0,0,0,0,0,0,0,0,0.17368,0,0.22247,0.14723,0,0,0,0,0,0,0,0,0,0,0.3413,0,0,0,0,0.027885,0,0,0,0,0,0,0,0,0,0,0.0058292,0,0,0.0041179,0,0.038166,0.0035851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16813,0.038979,0,0.10978,0,0,0,0,0,0.022622,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0010267,0,0,0,0.026881,0,0,0,0,0,0.041195,0,0,0,0,0,0,0,0,0,0,0,0.014388,0,0.044479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033401,0,0,0,0,0,0,0,0,0,0,0.0069823,0,0,0,0,0.045715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046689,0,0,0,0,0,0,0,0.027097,0
0.17379,0.50273,0,0,0,0,0,0,0,0,0.034392,0,0,0.041195,0,0,0.26816,0,0,0,0,0.0072104,0,0,0,0,0,0,0,0,0,0.67012,0,0,0.0071481,0,0,0,0,0,0,0,0,0,0.10284,0,0,0,0,0,0,0.40335,0,0,0,0.042264,0,0,0,0,0,0,0,0,0,0,0,0,0.69798,0.3664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10188,0,0,0.09811599999999999,0,0,0,0.059207,0,0.030963,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.0073022,0.012691,0,0,0,0.26816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082086,0.5311,0.0033799,0,0,0,0,0,0,0,0,0,0.00017909,0,0,0,0,0,0,0,0.012197,0,0,0,0,0,0,0,0.0062385,0.0070544,0,0,0,0,0,0,0,0,0,0,0.13673,0,0,0.012169,0,0,0,0,0,0,0,0.8194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
